Art.-Nr.,Name des Produkts,Gebinde,Kategorie,Top-Angebot,Unterkategorie,Preis Einzeln (CHF),Preis Pack (CHF),Eigenmarke,Status,Packungsgrösse,Einheit
13685,Chasselas Lemanic 75 cl,Einzeln & Pack,Weine,FALSE,,4.50,27.00,FALSE,Aktiv,6,flasche
73769,Chianti Terra Grande 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
90430,Clairette de Die Tradition 75 cl,Einzeln & Pack,Weine,FALSE,,9.85,59.10,FALSE,Aktiv,6,flasche
19534,Cornalin du Valais 75 cl,Einzeln & Pack,Weine,FALSE,,11.70,70.20,FALSE,Aktiv,6,flasche
52911,Costalago Zeni Rosso 75 cl,Einzeln & Pack,Weine,FALSE,,9.50,57.00,FALSE,Aktiv,6,flasche
88010,Cuvée Blanc Suisse 50 cl,Einzeln & Pack,Weine,FALSE,,4.50,27.00,FALSE,Aktiv,6,flasche
69946,Cuvée d'Or Goldbeere 75 cl,Einzeln & Pack,Weine,FALSE,,10.50,63.00,FALSE,Aktiv,6,flasche
88267,Cuvée Rosé Suisse 50 cl,Einzeln & Pack,Weine,FALSE,,3.95,23.70,FALSE,Aktiv,6,flasche
52889,Cuvée royale Goldbeere 75 cl,Einzeln & Pack,Weine,FALSE,,12.20,73.20,FALSE,Aktiv,6,flasche
17730,Dimensione Bianco 75 cl,Einzeln & Pack,Weine,FALSE,,6.85,41.10,FALSE,Aktiv,6,flasche
17729,Dimensione Rosso 75 cl,Einzeln & Pack,Weine,FALSE,,6.85,41.10,FALSE,Aktiv,6,flasche
88314,Dôle blanche VS 75 cl,Einzeln & Pack,Weine,FALSE,,6.50,39.00,FALSE,Aktiv,6,flasche
88461,Dôle du Valais 50 cl,Einzeln & Pack,Weine,FALSE,,4.95,29.70,FALSE,Aktiv,6,flasche
88456,Dôle du Valais 75 cl,Einzeln & Pack,Weine,FALSE,,6.80,40.80,FALSE,Aktiv,6,flasche
75700,Domaine Moulin Saint-Jean 75 cl,Einzeln & Pack,Weine,FALSE,,9.95,59.70,FALSE,Aktiv,6,flasche
91724,El Gringo Tempranillo 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
16800,El Pescaito 75 cl,Pack,Weine,TRUE,,4.95,4.95,FALSE,Aktiv,6,flasche
88080,Epesses blanc 75 cl,Einzeln & Pack,Weine,FALSE,,9.95,59.70,FALSE,Aktiv,6,flasche
80434,Esprit Côtes du Rhône 75 cl,Einzeln & Pack,Weine,FALSE,,7.96,47.76,FALSE,Aktiv,6,flasche
52841,Federweiss Goldbeere 75 cl,Einzeln & Pack,Weine,FALSE,,11.50,69.00,FALSE,Aktiv,6,flasche
88160,Fendant VS 50 cl,Einzeln & Pack,Weine,FALSE,,4.95,29.70,FALSE,Aktiv,6,flasche
88157,Fendant VS 75 cl,Einzeln & Pack,Weine,FALSE,,6.50,39.00,FALSE,Aktiv,6,flasche
82384,Feuerheerd's Douro 75 cl,Einzeln & Pack,Weine,FALSE,,9.20,55.20,FALSE,Aktiv,6,flasche
88145,Fleurance Chasselas 50 cl,Einzeln & Pack,Weine,FALSE,,3.95,23.70,FALSE,Aktiv,6,flasche
88441,Fleurance Gamay 50 cl,Einzeln & Pack,Weine,FALSE,,4.40,26.40,FALSE,Aktiv,6,flasche
66471,Fleurance Pinot Noir 50 cl,Einzeln & Pack,Weine,FALSE,,4.96,29.76,FALSE,Aktiv,6,flasche
88008,Fleurance Riesling Silv. 50 cl,Einzeln & Pack,Weine,FALSE,,4.50,27.00,FALSE,Aktiv,6,flasche
83859,Gamaret VS 75 cl,Einzeln & Pack,Weine,FALSE,,9.55,57.30,FALSE,Aktiv,6,flasche
19815,Gewürztraminer 75 cl,Einzeln & Pack,Weine,FALSE,,8.95,53.70,FALSE,Aktiv,6,flasche
88885,Glühwein 1 l,Einzeln & Pack,Weine,FALSE,,2.50,15.00,FALSE,Aktiv,6,flasche
68894,Gran Pasas Monastrell 75 cl,Einzeln & Pack,Weine,FALSE,,8.95,53.70,FALSE,Aktiv,6,flasche
88170,Grüner Veltliner 75 cl,Einzeln & Pack,Weine,FALSE,,4.20,25.20,FALSE,Aktiv,6,flasche
61091,Hauswein rot Nr. 2 1 l,Einzeln & Pack,Weine,FALSE,,3.70,22.20,FALSE,Aktiv,6,stk
14417,Hauswein weiss Nr. 1 1 l,Einzeln & Pack,Weine,FALSE,,3.70,22.20,FALSE,Aktiv,6,stk
88397,Holunderblütenwein 50 cl,Einzeln & Pack,Weine,FALSE,,5.40,32.40,FALSE,Aktiv,6,flasche
19542,Humagne Rouge VS 75 cl,Einzeln & Pack,Weine,FALSE,,11.50,69.00,FALSE,Aktiv,6,flasche
88723,J.P. Chenet Cabernet-Syrah 75 cl,Einzeln & Pack,Weine,FALSE,,4.95,29.70,FALSE,Aktiv,6,flasche
47616,Jaume Serra 75 cl,Einzeln & Pack,Weine,FALSE,,7.50,45.00,FALSE,Aktiv,6,flasche
04962,Johannisberg VS 50 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
19525,Johannisberg VS 75 cl,Einzeln & Pack,Weine,FALSE,,10.50,63.00,FALSE,Aktiv,6,flasche
63571,La Maison du Sud 75 cl,Einzeln & Pack,Weine,FALSE,,4.60,27.60,FALSE,Aktiv,6,flasche
34848,La Vache des Alpes blanc 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
34845,La Vache des Alpes rosé 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
34841,La Vache des Alpes rouge 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
21518,LAB Moscato 75 cl,Einzeln & Pack,Weine,FALSE,,5.95,35.70,FALSE,Aktiv,6,flasche
88033,Luins blanc 50 cl,Einzeln & Pack,Weine,FALSE,,5.50,33.00,FALSE,Aktiv,6,flasche
88031,Luins blanc 75 cl,Einzeln & Pack,Weine,FALSE,,6.95,41.70,FALSE,Aktiv,6,flasche
08029,Malbec Fabre Montmayou 75 cl,Einzeln & Pack,Weine,FALSE,,10.95,65.70,FALSE,Aktiv,6,flasche
19527,Malvoisie VS 75 cl,Einzeln & Pack,Weine,FALSE,,10.50,63.00,FALSE,Aktiv,6,flasche
02782,Mauler Cordon Or Dry 75cl,Einzeln & Pack,Weine,FALSE,,12.50,75.00,FALSE,Aktiv,6,flasche
88839,Merlot del Veneto 1 l,Einzeln & Pack,Weine,FALSE,,4.80,28.80,FALSE,Aktiv,6,flasche
24279,Merlot del Veneto 50 cl,Einzeln & Pack,Weine,FALSE,,2.90,17.40,FALSE,Aktiv,6,flasche
72238,Merlot Rosso 75 cl,Einzeln & Pack,Weine,FALSE,,12.50,75.00,FALSE,Aktiv,6,flasche
88044,Mont sur Rolle 75 cl,Einzeln & Pack,Weine,FALSE,,6.70,40.20,FALSE,Aktiv,6,flasche
52804,Moscato Mosketto 75 cl,Pack,Weine,TRUE,,5.95,35.70,FALSE,Aktiv,6,flasche
88175,Muscat #sweet 50 cl,Einzeln & Pack,Weine,FALSE,,5.10,30.60,FALSE,Aktiv,6,flasche
10974,Nero d'Avola Sicilia 75cl,Einzeln & Pack,Weine,FALSE,,4.40,26.40,FALSE,Aktiv,6,flasche
52851,Oeil de Perdrix Goldb. AOC 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
88306,Oeil-de-Perdrix 75 cl,Einzeln & Pack,Weine,FALSE,,10.60,63.60,FALSE,Aktiv,6,flasche
14413,Pena Roja Jumilla 75 cl,Einzeln & Pack,Weine,FALSE,,4.95,29.70,FALSE,Aktiv,6,flasche
19517,Petite Arvine VS 75 cl,Einzeln & Pack,Weine,FALSE,,11.95,71.70,FALSE,Aktiv,6,flasche
14415,Pinot blanc Suisse 75 cl,Einzeln & Pack,Weine,FALSE,,6.50,39.00,FALSE,Aktiv,6,flasche
06683,Pinot Grigio Cesario 75cl,Einzeln & Pack,Weine,FALSE,,4.40,26.40,FALSE,Aktiv,6,flasche
88396,Pinot Noir Duvallon 75 cl,Einzeln & Pack,Weine,FALSE,,5.95,35.70,FALSE,Aktiv,6,flasche
52887,Pinot Noir Goldbeere 75 cl,Einzeln & Pack,Weine,FALSE,,11.50,69.00,FALSE,Aktiv,6,flasche
06984,Pinot Noir GR AOC 75 cl,Einzeln & Pack,Weine,FALSE,,12.50,75.00,FALSE,Aktiv,6,flasche
52895,Pinot Noir Hallau 75 cl,Einzeln & Pack,Weine,FALSE,,14.95,89.70,FALSE,Aktiv,6,flasche
06993,Pinot Noir Jenins GR AOC 75 cl,Einzeln & Pack,Weine,FALSE,,14.60,87.60,FALSE,Aktiv,6,flasche
30791,Pinot Noir Salgesch 75 cl,Einzeln & Pack,Weine,FALSE,,8.95,53.70,FALSE,Aktiv,6,flasche
59511,Porta 6 Lisboa 75 cl,Einzeln & Pack,Weine,FALSE,,6.95,41.70,FALSE,Aktiv,6,flasche
52925,Primitivo Manduria 1488 75 cl,Einzeln & Pack,Weine,FALSE,,13.50,81.00,FALSE,Aktiv,6,flasche
19819,Primitivo Manduria 75 cl,Pack,Weine,FALSE,,6.95,41.70,FALSE,Aktiv,6,flasche
22227,Primitivo Puglia Cesario 75 cl,Einzeln & Pack,Weine,FALSE,,4.60,27.60,FALSE,Aktiv,6,flasche
88965,Prosecco Spumante 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
52935,Ribera del Duero 75 cl,Einzeln & Pack,Weine,FALSE,,9.95,59.70,FALSE,Aktiv,6,flasche
88002,Riesling S. Duvallon 75cl,Einzeln & Pack,Weine,FALSE,,5.95,35.70,FALSE,Aktiv,6,flasche
52839,Riesling-Silvaner Goldbeere 75 cl,Einzeln & Pack,Weine,FALSE,,9.95,59.70,FALSE,Aktiv,6,flasche
12507,Rimuss bianco dry 75 cl,Einzeln & Pack,Weine,FALSE,,7.75,46.50,FALSE,Aktiv,6,flasche
88988,Rimuss Litchi Perl 75cl,Einzeln & Pack,Weine,FALSE,,5.60,33.60,FALSE,Aktiv,6,flasche
88980,Rimuss Party o.A. 70 cl,Einzeln & Pack,Weine,FALSE,,4.65,27.90,FALSE,Aktiv,6,flasche
32556,Rioja El Coto Crianza 50 cl,Einzeln & Pack,Weine,FALSE,,7.35,44.10,FALSE,Aktiv,6,flasche
27642,Rioja El Coto Crianza 75cl,Einzeln & Pack,Weine,FALSE,,8.95,53.70,FALSE,Aktiv,6,flasche
36832,Ripasso Salvaterra 50 cl,Einzeln & Pack,Weine,FALSE,,6.95,41.70,FALSE,Aktiv,6,flasche
88792,Ripasso Salvaterra 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
52913,Ripasso Valpolicella Zeni 75 cl,Einzeln & Pack,Weine,FALSE,,13.50,81.00,FALSE,Aktiv,6,flasche
81839,Roma Federici 75 cl,Einzeln & Pack,Weine,FALSE,,8.95,53.70,FALSE,Aktiv,6,flasche
63981,Rosato di Puglia 75 cl,Einzeln & Pack,Weine,FALSE,,5.50,33.00,FALSE,Aktiv,6,flasche
88264,Rosé Duvallon 75 cl,Einzeln & Pack,Weine,FALSE,,5.95,35.70,FALSE,Aktiv,6,flasche
13695,Rosé Lemanic 75 cl,Einzeln & Pack,Weine,FALSE,,5.70,34.20,FALSE,Aktiv,6,flasche
88177,Rosière Chardonnay 75 cl,Einzeln & Pack,Weine,FALSE,,4.80,28.80,FALSE,Aktiv,6,flasche
88337,Rosière Rosé 75 cl,Einzeln & Pack,Weine,FALSE,,4.80,28.80,FALSE,Aktiv,6,flasche
88610,Rosière Syrah 75 cl,Einzeln & Pack,Weine,FALSE,,4.50,27.00,FALSE,Aktiv,6,flasche
73752,Rosso Terre di Toscana 75 cl,Einzeln & Pack,Weine,FALSE,,7.20,43.20,FALSE,Aktiv,6,flasche
88408,Salvagnin 50 cl,Einzeln & Pack,Weine,FALSE,,4.90,29.40,FALSE,Aktiv,6,flasche
88142,Schafiser weiss 50 cl,Einzeln & Pack,Weine,FALSE,,5.50,33.00,FALSE,Aktiv,6,flasche
64440,Schafiser weiss 75 cl,Einzeln & Pack,Weine,FALSE,,9.85,59.10,FALSE,Aktiv,6,flasche
63381,Schaumwein Volgaz 75 cl,Einzeln & Pack,Weine,FALSE,,11.95,71.70,FALSE,Aktiv,6,flasche
95394,Schaumwein Volgaz rosé 75 cl,Einzeln & Pack,Weine,FALSE,,11.95,71.70,FALSE,Aktiv,6,flasche
88067,St. Saphorin blanc 75 cl,Einzeln & Pack,Weine,FALSE,,10.30,61.80,FALSE,Aktiv,6,flasche
52879,St. Saphorin Petit Ver. 75 cl,Einzeln & Pack,Weine,FALSE,,18.50,111.00,FALSE,Aktiv,6,flasche
77902,Stone Cruz Cabernet 75 cl,Einzeln & Pack,Weine,FALSE,,4.80,28.80,FALSE,Aktiv,6,flasche
78657,Stone Cruz Chardonnay 75 cl,Einzeln & Pack,Weine,FALSE,,4.80,28.80,FALSE,Aktiv,6,flasche
78660,Stone Cruz White Zinfandel 75 cl,Einzeln & Pack,Weine,FALSE,,4.80,28.80,FALSE,Aktiv,6,flasche
77543,Stone Cruz Zinfandel 75cl,Einzeln & Pack,Weine,FALSE,,4.80,28.80,FALSE,Aktiv,6,flasche
38306,Tempranillo Bag-in-Box 3l,Einzeln,Weine,FALSE,,9.25,,FALSE,Aktiv,,stk
16869,Triasso Rosso Biologico 75 cl,Pack,Weine,TRUE,,8.50,51.00,FALSE,Aktiv,6,flasche
68163,Velarino Nero di Troia 75 cl,Einzeln & Pack,Weine,FALSE,,7.70,46.20,FALSE,Aktiv,6,flasche
88085,Villette blanc 75 cl,Einzeln & Pack,Weine,FALSE,,8.95,53.70,FALSE,Aktiv,6,flasche
06995,Vin Grischun GR 75 cl,Einzeln & Pack,Weine,FALSE,,14.95,89.70,FALSE,Aktiv,6,flasche
88113,Yvorne blanc 75 cl,Einzeln & Pack,Weine,FALSE,,12.50,75.00,FALSE,Aktiv,6,flasche
88362,Zürcher Clevner 75 cl,Einzeln & Pack,Weine,FALSE,,7.75,46.50,FALSE,Aktiv,6,flasche
88490,Zweigelt 75 cl,Einzeln & Pack,Weine,FALSE,,4.30,25.80,FALSE,Aktiv,6,flasche
106875,Big Beltie Cab. Sauvignon 75 cl,Einzeln & Pack,Weine,FALSE,,9.95,59.70,FALSE,Aktiv,6,flasche
109453,Cuvée Rouge CH 50 cl VdP Schweiz,Einzeln & Pack,Weine,FALSE,,3.95,23.70,FALSE,Aktiv,6,flasche
111438,Fatascia Syrah 75 cl,Einzeln & Pack,Weine,FALSE,,11.50,69.00,FALSE,Aktiv,6,flasche
110898,Féchy AOC La Côte 50 cl,Einzeln & Pack,Weine,FALSE,,5.70,34.20,FALSE,Aktiv,6,flasche
110372,Féchy blanc 75 cl,Einzeln & Pack,Weine,FALSE,,7.95,47.70,FALSE,Aktiv,6,flasche
114618,Lemanic Rouge 75 cl,Einzeln & Pack,Weine,FALSE,,5.70,34.20,FALSE,Aktiv,6,flasche
101143,Moscato Aresca 75 cl,Einzeln & Pack,Weine,FALSE,,5.95,35.70,FALSE,Aktiv,6,flasche
61650,Heida 75 cl,Einzeln & Pack,Weine,TRUE,,11.95,71.70,FALSE,Aktiv,6,flasche
16152,Aperol 11% 100 cl,Einzeln & Pack,Spirituosen,FALSE,Likör & Bitter,18.50,111.00,FALSE,Aktiv,6,flasche
87601,Appenzeller Alpenbitter 29% 100 cl,Einzeln,Spirituosen,FALSE,Likör & Bitter,31.50,,FALSE,Deaktiviert,,flasche
87603,Pflümli Willisau 40% 100 cl,Einzeln,Spirituosen,FALSE,Edelbrand & Schnaps,26.50,,FALSE,Deaktiviert,,flasche
87604,Williams Willisau 40% 100 cl,Einzeln,Spirituosen,FALSE,Edelbrand & Schnaps,29.90,,FALSE,Deaktiviert,,flasche
87605,Kirsch Willisau 40% 100 cl,Einzeln,Spirituosen,FALSE,Edelbrand & Schnaps,27.50,,FALSE,Deaktiviert,,flasche
87606,Grappa Fior di Vite 40% 70 cl,Einzeln,Spirituosen,FALSE,Edelbrand & Schnaps,19.90,,FALSE,Deaktiviert,,flasche
87607,Trojka Vodka Red 24% 70 cl,Einzeln,Spirituosen,FALSE,"Vodka, Gin & Rum",14.50,,FALSE,Deaktiviert,,flasche
87608,Gin 27 Appenzell 43% 70 cl,Einzeln,Spirituosen,FALSE,"Vodka, Gin & Rum",36.00,,FALSE,Deaktiviert,,flasche
18912,Absolut Vodka 40% 70 cl,Einzeln,Spirituosen,FALSE,"Vodka, Gin & Rum",19.95,,FALSE,Aktiv,,flasche
38067,"Smirnoff Ice 4% 6 × 27,5 cl",Pack,Spirituosen,FALSE,"Vodka, Gin & Rum",,14.60,FALSE,Aktiv,6,flasche
80249,Lillet blanc 17% 75 cl,Einzeln,Spirituosen,FALSE,Likör & Bitter,16.50,,FALSE,Aktiv,6,flasche
89039,Jägermeister 35% 70 cl,Einzeln,Spirituosen,FALSE,Likör & Bitter,18.50,,FALSE,Aktiv,6,flasche
112527,Sarti Rosa 14% 70 cl,Einzeln,Spirituosen,FALSE,Likör & Bitter,17.95,,FALSE,Aktiv,,flasche
64533,Gin Bombay Sapphire 40% 70 cl,Einzeln,Spirituosen,FALSE,"Vodka, Gin & Rum",25.50,,FALSE,Aktiv,,flasche
